"Fechas";"Cadena";"Código SAP POS";"Región";"Comuna";"Local";"Online/Offline";"División";"Valores PVP c/IVA"
"Septiembre 2024";"Ahumada";"3411370";"15 - Arica y Parinacota";"Arica";"357 Ahumada - 18 Septiembre 1402, Arica";"Offline";"Lifestyle";"344.326,500000"
"Agosto 2024";"Ahumada";"3411370";"15 - Arica y Parinacota";"Arica";"357 Ahumada - 18 Septiembre 1402, Arica";"Offline";"Lifestyle";"562.834,300000"
"Enero 2024";"Ahumada";"3399594";"13 - Metropolitana de Santiago";"La Cisterna";"297 Ahumada - Gran Avenida 7406, La Cisterna";"Offline";"Lifestyle";"1.518.714,890000"
"Septiembre 2024";"Ahumada";"3399576";"09 - La Araucanía";"Temuco";"209 Ahumada - Manuel Montt 901, Temuco";"Offline";"Lifestyle";"539.867,300000"
"Diciembre 2024";"Ahumada";"3411549";"13 - Metropolitana de Santiago";"San Bernardo";"037 Ahumada - Prat 589, San Bernardo";"Offline";"Lifestyle";"395.472,700000"
"Junio 2024";"Ahumada";"3411472";"13 - Metropolitana de Santiago";"La Florida";"670 Ahumada - Av. Vicuña Mackenna Oriente 7110, La Florida";"Offline";"Lifestyle";"689.533,600000"
"Junio 2024";"Ahumada";"3411362";"13 - Metropolitana de Santiago";"La Florida";"550 Ahumada - Walker Martínez 3600, La Florida";"Offline";"Lifestyle";"507.868,200000"
"Diciembre 2024";"Ahumada";"3411502";"05 - Valparaíso";"Quilpué";"219 Ahumada - Diego Portales 802, Quilpué";"Offline";"Lifestyle";"1.125.216,400000"
"Agosto 2024";"Ahumada";"3411540";"13 - Metropolitana de Santiago";"Pudahuel";"360 Ahumada - Pajaritos 7001, Pudahuel";"Offline";"Lifestyle";"179.511,500000"
"Mayo 2024";"Ahumada";"3411501";"04 - Coquimbo";"La Serena";"134 Ahumada - Cordovez 631-651, La Serena";"Offline";"Lifestyle";"626.130,400000"
"Septiembre 2024";"Cruz Verde";"3401293";"07 - Maule";"Talca";"C21 Cruz Verde - Calle 2 Norte #3220, Talca";"Offline";"Lifestyle";"282.360,820000"
"Julio 2024";"Cruz Verde";"3401433";"13 - Metropolitana de Santiago";"Estación Central";"0438 Cruz Verde - San Borja 184, Estación Central";"Offline";"Lifestyle";"206.653,020000"
"Diciembre 2024";"Cruz Verde";"3399081";"06 - Libertador General Bernardo OHiggins";"Rancagua";"0787 Cruz Verde - Av. Kennedy, Esq. Calle 4, Local 12, Rancagua";"Offline";"Lifestyle";"3.094.855,610000"
"Octubre 2024";"Cruz Verde";"3398993";"02 - Antofagasta";"Antofagasta";"0769 Cruz Verde - Pedro Aguirre Cerda 11385, Antofagasta";"Offline";"Lifestyle";"1.060.711,260000"
"Abril 2024";"Cruz Verde";"3401545";"09 - La Araucanía";"Temuco";"1025 Cruz Verde - Av. Pablo Neruda 2025, Temuco";"Offline";"Lifestyle";"271.875,730000"
"Febrero 2024";"Cruz Verde";"3399007";"04 - Coquimbo";"La Serena";"0247 Cruz Verde - Cordovez 510, La Serena";"Offline";"Lifestyle";"1.379.832,370000"
"Agosto 2024";"Cruz Verde";"3399154";"08 - Biobío";"Concepción";"0776 Cruz Verde - Ramón Carrasco 52, Concepción";"Offline";"Lifestyle";"459.788,630000"
"Febrero 2024";"Cruz Verde";"3399192";"10 - Los Lagos";"Ancud";"0777 Cruz Verde - Av. Pudeto 254, Ancud";"Offline";"Lifestyle";"2.355.644,270000"
"Agosto 2024";"Cruz Verde";"3401583";"13 - Metropolitana de Santiago";"Las Condes";"1091 Cruz Verde - Av. Apoquindo 5680, Las Condes";"Offline";"Lifestyle";"436.764,510000"
"Febrero 2024";"Cruz Verde";"3401302";"13 - Metropolitana de Santiago";"San Bernardo";"C37 Cruz Verde - Av. Presidente Jorge Alessandri 20040, San Bernardo";"Offline";"Lifestyle";"321.102,460000"
"Julio 2024";"Cruz Verde";"3399038";"05 - Valparaíso";"Viña del Mar";"0729 Cruz Verde - Av. Alessandri 4085, Viña del Mar";"Offline";"Lifestyle";"1.138.791,920000"
"Agosto 2024";"Cruz Verde";"3399149";"08 - Biobío";"Concepción";"0838 Cruz Verde - Los Carrera Poniente 301, Concepción";"Offline";"Lifestyle";"1.234.797,550000"
"Enero 2024";"Cruz Verde";"3399274";"13 - Metropolitana de Santiago";"Puente Alto";"C52 Cruz Verde - Concha y Toro 398, Puente Alto";"Offline";"Lifestyle";"1.328.325,600000"
"Octubre 2024";"Cruz Verde";"3399339";"15 - Arica y Parinacota";"Arica";"0767 Cruz Verde - 18 de Septiembre 2501, Arica";"Offline";"Lifestyle";"272.411,230000"
"Febrero 2024";"Cruz Verde";"3399215";"12 - Magallanes y de la Antártica Chilena";"Natales";"0197 Cruz Verde - Baquedano 331, Natales";"Offline";"Lifestyle";"3.692.245,130000"
"Abril 2024";"Cruz Verde";"3399133";"08 - Biobío";"Cabrero";"1049 Cruz Verde - Río Claro 199, Cabrero";"Offline";"Lifestyle";"3.231.195,100000"
"Noviembre 2024";"Cruz Verde";"3399106";"07 - Maule";"Cauquenes";"0970 Cruz Verde - Victoria 545, Cauquenes";"Offline";"Lifestyle";"3.431.500,660000"
"Diciembre 2024";"Cruz Verde";"3398993";"02 - Antofagasta";"Antofagasta";"0769 Cruz Verde - Pedro Aguirre Cerda 11385, Antofagasta";"Offline";"Lifestyle";"2.126.474,070000"
"Febrero 2024";"Cruz Verde";"3436223";"07 - Maule";"Curicó";"1159 Cruz Verde - Av. España 717, Curicó";"Offline";"Lifestyle";"171.001,810000"
"Junio 2024";"Cruz Verde";"3401321";"06 - Libertador General Bernardo OHiggins";"Rancagua";"C83 Cruz Verde - Dr. Salinas 1165, Rancagua";"Offline";"Lifestyle";"320.234,950000"
"Abril 2024";"Cruz Verde";"3399154";"08 - Biobío";"Concepción";"0776 Cruz Verde - Ramón Carrasco 52, Concepción";"Offline";"Lifestyle";"550.498,760000"
"Noviembre 2024";"Cruz Verde";"3399144";"08 - Biobío";"Los Ángeles";"0121 Cruz Verde - Colón 491, Los Ángeles";"Offline";"Lifestyle";"693.423,710000"
"Abril 2024";"Cruz Verde";"3399043";"05 - Valparaíso";"San Antonio";"0403 Cruz Verde - Centenario 120, San Antonio";"Offline";"Lifestyle";"793.393,230000"
"Mayo 2024";"Cruz Verde";"3401587";"10 - Los Lagos";"Puerto Montt";"1101 Cruz Verde - Ejército 470, Puerto Montt";"Offline";"Lifestyle";"294.654,710000"
"Abril 2024";"Cruz Verde";"3401336";"10 - Los Lagos";"Osorno";"0130 Cruz Verde - Victoria 380, Osorno";"Offline";"Lifestyle";"1.076.745,320000"
"Septiembre 2024";"Cruz Verde";"3399200";"10 - Los Lagos";"Castro";"0158 Cruz Verde - San Martin 309, Castro";"Offline";"Lifestyle";"1.394.075,480000"
"Noviembre 2024";"Ahumada";"3411509";"04 - Coquimbo";"La Serena";"439 Ahumada - Francisco de Aguirre 2, La Serena";"Offline";"Lifestyle";"628.641,300000"
"Agosto 2024";"Ahumada";"3411542";"02 - Antofagasta";"Antofagasta";"589 Ahumada - Pedro Aguirre Cerda 9400, Antofagasta";"Offline";"Lifestyle";"805.737,100000"
"Junio 2024";"Ahumada";"3411462";"06 - Libertador General Bernardo OHiggins";"Santa Cruz";"236 Ahumada - Rafael Casanova 104, Santa Cruz";"Offline";"Lifestyle";"472.394,300000"
"Mayo 2024";"Ahumada";"3399566";"07 - Maule";"Linares";"171 Ahumada - Independencia 535, Linares";"Offline";"Lifestyle";"693.436,800000"
"Mayo 2024";"Ahumada";"3402845";"05 - Valparaíso";"Viña del Mar";"226 Ahumada - Av. Valparaíso 720, Viña del Mar";"Offline";"Lifestyle";"462.767,200000"
"Abril 2024";"Ahumada";"3399549";"02 - Antofagasta";"Calama";"258 Ahumada - Av. Balmaceda 3242, Calama";"Offline";"Lifestyle";"218.841,000000"
"Octubre 2024";"Ahumada";"3399590";"11 - Aysén del General Carlos Ibañez del Campo";"Aysén";"373 Ahumada - Sargento Aldea 1089, Aysén";"Offline";"Lifestyle";"753.519,900000"
"Septiembre 2024";"Ahumada";"3399560";"06 - Libertador General Bernardo OHiggins";"Rancagua";"162 Ahumada - Carretera El Cobre 759, Rancagua";"Offline";"Lifestyle";"922.571,300000"
"Octubre 2024";"Ahumada";"3411501";"04 - Coquimbo";"La Serena";"134 Ahumada - Cordovez 631-651, La Serena";"Offline";"Lifestyle";"517.602,400000"
"Marzo 2024";"Ahumada";"3402841";"13 - Metropolitana de Santiago";"San Miguel";"288 Ahumada - Av. Jose Miguel Carrera 5919, San Miguel";"Offline";"Lifestyle";"567.939,400000"
"Enero 2024";"Ahumada";"3411372";"15 - Arica y Parinacota";"Arica";"112 Ahumada - 21 Mayo 359, Arica";"Offline";"Lifestyle";"176.444,870000"
"Mayo 2024";"Ahumada";"3399550";"02 - Antofagasta";"Antofagasta";"124 Ahumada - Zenteno 21, Antofagasta";"Offline";"Lifestyle";"1.028.969,200000"
"Julio 2024";"Ahumada";"3411395";"13 - Metropolitana de Santiago";"Providencia";"077 Ahumada - Av. Bilbao 3785, Providencia";"Offline";"Lifestyle";"27.286,700000"
"Septiembre 2024";"Ahumada";"3399588";"10 - Los Lagos";"Osorno";"213 Ahumada - Eleuterio Ramirez 981, Osorno";"Offline";"Lifestyle";"509.641,300000"
"Abril 2024";"Ahumada";"3411347";"10 - Los Lagos";"Puerto Varas";"450 Ahumada - San Francisco 350, Puerto Varas";"Offline";"Lifestyle";"591.227,700000"
"Enero 2024";"Ahumada";"3411471";"13 - Metropolitana de Santiago";"La Florida";"395 Ahumada - Av. Vicuña Mackenna 7196, La Florida";"Offline";"Lifestyle";"234.769,150000"
"Enero 2024";"Ahumada";"3399599";"13 - Metropolitana de Santiago";"Quilicura";"390 Ahumada - Av. OHiggins 314, Quilicura";"Offline";"Lifestyle";"360.700,900000"
"Mayo 2024";"Ahumada";"3411511";"13 - Metropolitana de Santiago";"San Miguel";"482 Ahumada - Gran Avenida José Miguel Carrera 4293, San Miguel";"Offline";"Lifestyle";"121.606,100000"
"Junio 2024";"Ahumada";"3411542";"02 - Antofagasta";"Antofagasta";"589 Ahumada - Pedro Aguirre Cerda 9400, Antofagasta";"Offline";"Lifestyle";"705.562,900000"
"Abril 2024";"Ahumada";"3399589";"10 - Los Lagos";"Ancud";"323 Ahumada - Pudeto 289-295, Ancud";"Offline";"Lifestyle";"413.941,500000"
"Julio 2024";"Ahumada";"3411414";"13 - Metropolitana de Santiago";"Lo Barnechea";"243 Ahumada - Av. El Rodeo 12850, Lo Barnechea";"Offline";"Lifestyle";"143.073,700000"
"Diciembre 2024";"Ahumada";"3411487";"08 - Biobío";"Concepción";"512 Ahumada - Calle Juan Bosco 2084, Concepción";"Offline";"Lifestyle";"355.726,700000"
"Octubre 2024";"Ahumada";"3411522";"13 - Metropolitana de Santiago";"Las Condes";"008 Ahumada - Kennedy 9001, Las Condes";"Offline";"Lifestyle";"198.777,600000"
"Mayo 2024";"Ahumada";"3411373";"05 - Valparaíso";"Viña del Mar";"146 Ahumada - Alvarez 1398, Viña del Mar";"Offline";"Lifestyle";"90.094,900000"
"Mayo 2024";"Ahumada";"3411458";"13 - Metropolitana de Santiago";"Recoleta";"389 Ahumada - Av. Recoleta 3501, Recoleta";"Offline";"Lifestyle";"31.297,000000"
"Abril 2024";"Ahumada";"3411500";"13 - Metropolitana de Santiago";"Peñalolén";"572 Ahumada - Consistorial 2100, Peñalolén";"Offline";"Lifestyle";"288.313,200000"
"Noviembre 2024";"Ahumada";"3411545";"13 - Metropolitana de Santiago";"Vitacura";"296 Ahumada - Pio XI 1615, Vitacura";"Offline";"Lifestyle";"120.332,800000"
"Diciembre 2024";"Ahumada";"3411506";"13 - Metropolitana de Santiago";"Ñuñoa";"326 Ahumada - Emilia Téllez 5593, Ñuñoa";"Offline";"Lifestyle";"99.579,200000"
"Abril 2024";"Ahumada";"3411349";"13 - Metropolitana de Santiago";"La Florida";"290 Ahumada - Av. Vicuña Mackenna 6100, La Florida";"Offline";"Lifestyle";"236.393,500000"
"Julio 2024";"Ahumada";"3411456";"13 - Metropolitana de Santiago";"Providencia";"043 Ahumada - Av. Providencia 2499, Providencia";"Offline";"Lifestyle";"120.023,400000"
"Junio 2024";"Ahumada";"3411361";"13 - Metropolitana de Santiago";"Lo Prado";"467 Ahumada - Av. Neptuno 720, Lo Prado";"Offline";"Lifestyle";"343.445,900000"
"Octubre 2024";"Ahumada";"3411391";"13 - Metropolitana de Santiago";"Las Condes";"073 Ahumada - Av. Apoquindo 4831, Las Condes";"Offline";"Lifestyle";"119.654,500000"
"Septiembre 2024";"Ahumada";"3411406";"13 - Metropolitana de Santiago";"Puente Alto";"422 Ahumada - Av. Concha y Toro 1149, Puente Alto";"Offline";"Lifestyle";"160.757,100000"
"Agosto 2024";"Ahumada";"3411406";"13 - Metropolitana de Santiago";"Puente Alto";"422 Ahumada - Av. Concha y Toro 1149, Puente Alto";"Offline";"Lifestyle";"105.564,900000"
"Julio 2024";"Ahumada";"3411449";"13 - Metropolitana de Santiago";"Ñuñoa";"098 Ahumada - Av. Pedro de Valdivia 2523, Ñuñoa";"Offline";"Lifestyle";"299.380,200000"
"Julio 2024";"Ahumada";"3411404";"13 - Metropolitana de Santiago";"Ñuñoa";"328 Ahumada - Av. Simón Bolívar 3756, Ñuñoa";"Offline";"Lifestyle";"25.275,600000"
"Abril 2024";"Ahumada";"3411519";"13 - Metropolitana de Santiago";"Lo Barnechea";"629 Ahumada - José Alcalde Delano 12205, Lo Barnechea";"Offline";"Lifestyle";"141.050,700000"
"Diciembre 2024";"Ahumada";"3411394";"13 - Metropolitana de Santiago";"Talagante";"428 Ahumada - Av. Bernardo OHiggins 807, Talagante";"Offline";"Lifestyle";"135.148,300000"
"Octubre 2024";"Ahumada";"3411563";"13 - Metropolitana de Santiago";"Santiago";"354 Ahumada - San Pablo 2302, Santiago";"Offline";"Lifestyle";"113.502,200000"
"Marzo 2024";"Ahumada";"3411378";"05 - Valparaíso";"Quillota";"410 Ahumada - Av. 21 de Mayo 311, Quillota";"Offline";"Lifestyle";"148.869,000000"
"Septiembre 2024";"Ahumada";"3411563";"13 - Metropolitana de Santiago";"Santiago";"354 Ahumada - San Pablo 2302, Santiago";"Offline";"Lifestyle";"70.543,200000"
"Septiembre 2024";"Ahumada";"3411568";"01 - Tarapacá";"Iquique";"647 Ahumada - Teresa Wilms Montt 2263, Iquique";"Offline";"Lifestyle";"45.945,900000"
"Marzo 2024";"Ahumada";"3411416";"09 - La Araucanía";"Temuco";"448 Ahumada - Av. Gabriela Mistral 02621, Temuco";"Offline";"Lifestyle";"48.195,000000"
"Diciembre 2024";"Ahumada";"3436260";"05 - Valparaíso";"La Calera";"684 Ahumada - Lautaro 78, La Calera";"Offline";"Lifestyle";"197.397,200000"
"Noviembre 2024";"Ahumada";"3411436";"07 - Maule";"Linares";"404 Ahumada - Av. Leon Bustos 280, Linares";"Offline";"Lifestyle";"102.958,800000"
"Abril 2024";"Ahumada";"3411468";"13 - Metropolitana de Santiago";"Melipilla";"472 Ahumada - Av. Vicuña Mackenna 0153, Melipilla";"Offline";"Lifestyle";"87.143,700000"
"Enero 2024";"Ahumada";"3411450";"13 - Metropolitana de Santiago";"Ñuñoa";"460 Ahumada - Av. Pedro de Valdivia 3774, Ñuñoa";"Offline";"Lifestyle";"99.281,700000"
"Abril 2024";"Ahumada";"3411451";"08 - Biobío";"Concepción";"643 Ahumada - Av. Pedro de Valdivia 904, Concepción";"Offline";"Lifestyle";"196.302,400000"
"Marzo 2024";"Ahumada";"3411499";"13 - Metropolitana de Santiago";"Colina";"362 Ahumada - Carretera San Martín, Colina";"Offline";"Lifestyle";"106.290,800000"
"Noviembre 2024";"Ahumada";"3411562";"13 - Metropolitana de Santiago";"Buin";"086 Ahumada - San Martín 174, Buin";"Offline";"Lifestyle";"372.815,100000"
"Agosto 2024";"Ahumada";"3411411";"13 - Metropolitana de Santiago";"Renca";"378 Ahumada - Av. Domingo Sta. Maria 4120, Renca";"Offline";"Lifestyle";"166.980,800000"
"Enero 2024";"Ahumada";"3411403";"05 - Valparaíso";"Los Andes";"455 Ahumada - Av. Santa Teresa 683, Los Andes";"Offline";"Lifestyle";"61.185,040000"
"Febrero 2024";"Ahumada";"3411448";"13 - Metropolitana de Santiago";"Providencia";"431 Ahumada - Av. Pedro de Valdivia 1885, Providencia";"Offline";"Lifestyle";"63.166,390000"
"Noviembre 2024";"Ahumada";"3436233";"15 - Arica y Parinacota";"Arica";"436 Ahumada - Diego Portales 2291, Arica";"Offline";"Lifestyle";"163.506,000000"
"Julio 2024";"Ahumada";"3411523";"13 - Metropolitana de Santiago";"Providencia";"495 Ahumada - La Concepción 135, Providencia";"Offline";"Lifestyle";"105.945,700000"
"Marzo 2024";"Ahumada";"3411526";"04 - Coquimbo";"Coquimbo";"271 Ahumada - Los Álamos 580, Coquimbo";"Offline";"Lifestyle";"139.479,900000"
"Diciembre 2024";"Ahumada";"3411356";"08 - Biobío";"Concepción";"289 Ahumada - Barros Arana 501, Concepción";"Offline";"Lifestyle";"806.070,300000"
"Septiembre 2024";"Ahumada";"3399608";"13 - Metropolitana de Santiago";"Santiago";"069 Ahumada - Paseo Ahumada 226, Santiago";"Offline";"Lifestyle";"359.201,500000"
"Diciembre 2024";"Ahumada";"3411493";"13 - Metropolitana de Santiago";"Colina";"343 Ahumada - Camino Chicureo, Esq. Los Ingleses, Colina";"Offline";"Lifestyle";"778.926,400000"
"Diciembre 2024";"Ahumada";"3399721";"02 - Antofagasta";"Antofagasta";"123 Ahumada - Av. Argentina 1105, Antofagasta";"Offline";"Lifestyle";"696.649,800000"
"Abril 2024";"Ahumada";"3399568";"08 - Biobío";"San Pedro de la Paz";"280 Ahumada - Michimalonco 1120, San Pedro de la Paz";"Offline";"Lifestyle";"1.199.258,200000"
"Mayo 2024";"Ahumada";"3411517";"13 - Metropolitana de Santiago";"San Bernardo";"595 Ahumada - Jorge Alessandri 20040, San Bernardo";"Offline";"Lifestyle";"292.847,100000"
"Octubre 2024";"Ahumada";"3411493";"13 - Metropolitana de Santiago";"Colina";"343 Ahumada - Camino Chicureo, Esq. Los Ingleses, Colina";"Offline";"Lifestyle";"367.614,800000"
"Junio 2024";"Ahumada";"3402845";"05 - Valparaíso";"Viña del Mar";"226 Ahumada - Av. Valparaíso 720, Viña del Mar";"Offline";"Lifestyle";"529.288,200000"
"Junio 2024";"Ahumada";"3399557";"05 - Valparaíso";"Villa Alemana";"159 Ahumada - Av. Valparaíso 702, Villa Alemana";"Offline";"Lifestyle";"756.887,600000"
"Noviembre 2024";"Ahumada";"3411328";"13 - Metropolitana de Santiago";"Colina";"620 Ahumada - Av. Chicureo 130, Colina";"Offline";"Lifestyle";"217.984,200000"
"Agosto 2024";"Ahumada";"3411367";"05 - Valparaíso";"Viña del Mar";"238 Ahumada - 1 Norte 2901, Viña del Mar";"Offline";"Lifestyle";"506.606,800000"
"Marzo 2024";"Ahumada";"3411396";"13 - Metropolitana de Santiago";"La Reina";"205 Ahumada - Av. Bilbao 7411, La Reina";"Offline";"Lifestyle";"282.589,300000"
"Enero 2024";"Ahumada";"3411354";"08 - Biobío";"Concepción";"195 Ahumada - Irarrázaval 501, Concepción";"Offline";"Lifestyle";"210.409,850000"
"Agosto 2024";"Ahumada";"3399602";"13 - Metropolitana de Santiago";"Macul";"284 Ahumada - Av. Macul 2555, Macul";"Offline";"Lifestyle";"740.775,000000"
"Octubre 2024";"Ahumada";"3399606";"13 - Metropolitana de Santiago";"La Florida";"201 Ahumada - Av. Vicuña Mackenna 9521, La Florida";"Offline";"Lifestyle";"629.117,300000"
"Diciembre 2024";"Ahumada";"3411459";"04 - Coquimbo";"La Serena";"585 Ahumada - Av. Regimiento Arica 61, La Serena";"Offline";"Lifestyle";"281.911,000000"
"Abril 2024";"Ahumada";"3411541";"08 - Biobío";"Concepción";"527 Ahumada - Pasaje 2 #207, Concepción";"Offline";"Lifestyle";"304.997,000000"
"Junio 2024";"Ahumada";"3399576";"09 - La Araucanía";"Temuco";"209 Ahumada - Manuel Montt 901, Temuco";"Offline";"Lifestyle";"543.365,900000"
"Septiembre 2024";"Ahumada";"3411480";"04 - Coquimbo";"La Serena";"306 Ahumada - Brasil 751, La Serena";"Offline";"Lifestyle";"148.297,800000"
"Junio 2024";"Ahumada";"3411416";"09 - La Araucanía";"Temuco";"448 Ahumada - Av. Gabriela Mistral 02621, Temuco";"Offline";"Lifestyle";"51.384,200000"
"Octubre 2024";"Ahumada";"3399602";"13 - Metropolitana de Santiago";"Macul";"284 Ahumada - Av. Macul 2555, Macul";"Offline";"Lifestyle";"828.537,500000"
"Enero 2024";"Ahumada";"3411557";"13 - Metropolitana de Santiago";"El Bosque";"399 Ahumada - Riquelme 69, El Bosque";"Offline";"Lifestyle";"99.669,640000"
"Diciembre 2024";"Cruz Verde";"3399104";"07 - Maule";"Linares";"0714 Cruz Verde - Av. Independencia 508-504, Linares";"Offline";"Lifestyle";"7.635.239,920000"
"Mayo 2024";"Cruz Verde";"3399040";"05 - Valparaíso";"Valparaíso";"CV9 Cruz Verde - Pedro Montt 1902, Valparaíso";"Offline";"Lifestyle";"2.483.267,010000"
"Junio 2024";"Cruz Verde";"3401394";"05 - Valparaíso";"Valparaíso";"0325 Cruz Verde - Av. Argentina 51, Valparaíso";"Offline";"Lifestyle";"1.020.094,180000"
"Diciembre 2024";"Cruz Verde";"3436276";"08 - Biobío";"Concepción";"1168 Cruz Verde - Barros Arana 890, Concepción";"Offline";"Lifestyle";"2.630.708,010000"
"Noviembre 2024";"Cruz Verde";"3399689";"05 - Valparaíso";"Casablanca";"0944 Cruz Verde - Av. Diego Portales 551, Casablanca";"Offline";"Lifestyle";"2.927.104,880000"
"Agosto 2024";"Cruz Verde";"3399044";"05 - Valparaíso";"Calera";"0312 Cruz Verde - José Joaquín Pérez 202, Calera";"Offline";"Lifestyle";"878.172,400000"
"Mayo 2024";"Cruz Verde";"3401602";"13 - Metropolitana de Santiago";"Santiago";"1121 Cruz Verde - Av Bulnes 216, Santiago";"Offline";"Lifestyle";"338.156,350000"
"Octubre 2024";"Cruz Verde";"3399104";"07 - Maule";"Linares";"0714 Cruz Verde - Av. Independencia 508-504, Linares";"Offline";"Lifestyle";"2.802.596,370000"
"Mayo 2024";"Cruz Verde";"3436326";"05 - Valparaíso";"La Ligua";"1163 Cruz Verde - Domingo Ortiz De Rosas 402, La Ligua";"Offline";"Lifestyle";"1.250.590,040000"
"Julio 2024";"Cruz Verde";"3399153";"08 - Biobío";"Concepción";"1044 Cruz Verde - Roosevelt 1702, Concepción";"Offline";"Lifestyle";"655.110,470000"
"Junio 2024";"Cruz Verde";"3436364";"05 - Valparaíso";"Valparaíso";"1189 Cruz Verde - Condell 1301, Valparaíso";"Offline";"Lifestyle";"383.076,470000"
"Diciembre 2024";"Cruz Verde";"3436312";"04 - Coquimbo";"La Serena";"1178 Cruz Verde - Alberto Solari 1400, La Serena";"Offline";"Lifestyle";"1.229.757,900000"
"Diciembre 2024";"Cruz Verde";"3399694";"02 - Antofagasta";"Calama";"0206 Cruz Verde - Almirante Latorre 1997-1999, Calama";"Offline";"Lifestyle";"2.924.893,860000"
"Febrero 2024";"Cruz Verde";"3401602";"13 - Metropolitana de Santiago";"Santiago";"1121 Cruz Verde - Av Bulnes 216, Santiago";"Offline";"Lifestyle";"153.569,500000"
"Diciembre 2024";"Cruz Verde";"3399073";"06 - Libertador General Bernardo OHiggins";"Rengo";"C90 Cruz Verde - Arturo Prat 140, Rengo";"Offline";"Lifestyle";"8.230.927,740000"
